location,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
CA,0,1,0,Part-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,0,0,,,,Restaurants,,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,1,,,,,,0
US,1,1,0,Full-time,Entry level,High School or equivalent,Telecommunications,Customer Service,0
GB,0,1,0,Full-time,Associate,Bachelor's Degree,Financial Services,Engineering,0
nan,0,1,1,,,,,,0
US,0,1,0,,,,,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Government Administration,Customer Service,0
US,0,1,0,Full-time,Associate,Bachelor's Degree,Staffing and Recruiting,Sales,0
US,0,1,0,Full-time,,,,,0
US,0,1,0,Full-time,Associate,Bachelor's Degree,Management Consulting,Marketing,0
US,0,1,1,Full-time,Associate,High School or equivalent,Construction,Administrative,0
US,0,1,0,Full-time,Entry level,Bachelor's Degree,Consumer Services,Customer Service,0
EG,0,1,0,,,,,,0
GB,0,1,1,Full-time,Not Applicable,High School or equivalent,Automotive,Distribution,0
DE,0,1,1,Full-time,Mid-Senior level,Master's Degree,Information Technology and Services,Engineering,0
GB,0,1,0,,,,,,0
EG,0,1,0,,,,,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Legal Services,Customer Service,0
US,0,1,1,,,,,Other,0
US,0,0,0,Full-time,,,,,0
GR,0,1,0,Part-time,Mid-Senior level,Unspecified,Hospitality,Information Technology,0
US,0,1,1,,,,,Other,0
DE,0,1,0,Full-time,Entry level,Bachelor's Degree,,,0
GB,0,1,1,Full-time,,Bachelor's Degree,Computer Software,Information Technology,0
GR,0,1,1,Full-time,,Master's Degree,Computer Software,Marketing,0
US,0,1,0,,Not Applicable,Unspecified,Insurance,Sales,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Information Technology and Services,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Management Consulting,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Engineering,0
US,0,0,0,Full-time,Mid-Senior level,,Information Technology and Services,Information Technology,1
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,0,Full-time,Mid-Senior level,,Financial Services,Engineering,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,1,Other,Entry level,High School or equivalent,Retail,Distribution,0
SG,0,1,1,Full-time,Mid-Senior level,,,Marketing,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Hospital & Health Care,Consulting,0
US,0,1,1,Full-time,,,,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
PH,0,1,0,Full-time,,Master's Degree,Staffing and Recruiting,Information Technology,0
MT,0,1,0,Full-time,Entry level,Master's Degree,,Business Analyst,0
US,1,1,0,Full-time,Entry level,High School or equivalent,Telecommunications,Customer Service,0
US,1,1,0,Part-time,Internship,,,Public Relations,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0
US,0,1,0,Full-time,Mid-Senior level,High School or equivalent,Government Administration,Management,0
US,0,0,0,Full-time,,,Retail,Management,0
IE,0,1,1,Full-time,Mid-Senior level,,Aviation & Aerospace,Information Technology,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
GB,0,1,0,Full-time,Mid-Senior level,Professional,Computer Software,Accounting/Auditing,0
IN,0,1,1,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Information Technology,0
nan,0,1,1,,,,,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Real Estate,,0
US,0,1,1,Full-time,Entry level,High School or equivalent,,,0
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Electrical/Electronic Manufacturing,Engineering,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Financial Services,Customer Service,0
US,0,1,0,,,,,,0
US,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Apparel & Fashion,Project Management,0
CA,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,0,Full-time,,Bachelor's Degree,Oil & Energy,Engineering,1
US,0,1,0,Full-time,Entry level,High School or equivalent,Insurance,Customer Service,0
US,0,0,0,Full-time,,,,,0
US,0,1,0,,,,,,0
US,0,1,1,Other,Internship,,Online Media,Writing/Editing,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Information Technology and Services,Customer Service,0
US,1,1,0,Full-time,Entry level,High School or equivalent,Telecommunications,Customer Service,0
GB,0,1,0,,Not Applicable,High School or equivalent,,Administrative,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Telecommunications,Customer Service,0
US,0,1,0,Full-time,Mid-Senior level,,Transportation/Trucking/Railroad,Information Technology,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Telecommunications,Customer Service,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Telecommunications,Customer Service,0
US,1,1,0,Full-time,Entry level,High School or equivalent,Telecommunications,Customer Service,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Engineering,0
GB,0,1,1,,Not Applicable,High School or equivalent,,,0
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Information Technology,0
GB,0,1,1,Full-time,Not Applicable,Unspecified,,Human Resources,0
GB,0,1,0,Contract,Internship,,Online Media,Business Development,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,1,Full-time,Entry level,High School or equivalent,Internet,Administrative,0
GB,0,1,1,Full-time,Not Applicable,High School or equivalent,Warehousing,,0
GB,0,1,0,Full-time,,,,,0
US,0,1,0,Contract,,,,,0
US,0,1,1,,Entry level,Bachelor's Degree,Medical Practice,Health Care Provider,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Telecommunications,Customer Service,0
GB,0,1,1,,Not Applicable,High School or equivalent,,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Insurance,Customer Service,0
US,1,1,0,Full-time,Entry level,High School or equivalent,Telecommunications,Customer Service,0
US,0,1,1,Full-time,Entry level,High School or equivalent,Automotive,Customer Service,0
CA,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,1,Full-time,Associate,,Food & Beverages,Customer Service,0
US,0,0,0,Full-time,,,,,0
AE,0,1,1,Full-time,Mid-Senior level,,Internet,Sales,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Telecommunications,Customer Service,0
US,0,1,0,Full-time,Mid-Senior level,,Chemicals,Manufacturing,0
GB,0,1,0,Full-time,Entry level,Bachelor's Degree,Computer & Network Security,Data Analyst,0
US,1,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Games,Engineering,0
GB,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Games,Art/Creative,0
DE,0,1,0,,Mid-Senior level,,Internet,,0
US,0,0,0,,,,,,0
US,1,1,0,Full-time,Entry level,High School or equivalent,Telecommunications,Customer Service,0
IE,0,1,1,Temporary,Internship,,Graphic Design,Art/Creative,0
GR,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Telecommunications,Product Management,0
GB,0,1,0,,,,,,0
CA,1,1,1,Full-time,,,Internet,Administrative,0
NZ,0,1,1,Full-time,Not Applicable,Bachelor's Degree,Information Technology and Services,Engineering,0
US,0,1,0,,,,,,0
US,0,1,0,,Associate,Unspecified,Entertainment,Data Analyst,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Computer Software,Customer Service,0
US,0,0,0,Full-time,,Bachelor's Degree,Information Technology and Services,Information Technology,0
US,0,0,0,Full-time,Director,,Information Technology and Services,,0
US,0,1,1,Full-time,,Bachelor's Degree,Semiconductors,Accounting/Auditing,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Management Consulting,General Business,0
GB,0,1,0,Full-time,Internship,High School or equivalent,,Administrative,0
US,0,1,0,Full-time,Entry level,High School or equivalent,,Education,0
US,0,1,1,Full-time,Mid-Senior level,,Marketing and Advertising,Advertising,0
SG,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Internet,,0
GB,0,1,1,Full-time,Not Applicable,High School or equivalent,Facilities Services,Customer Service,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Consumer Services,Management,0
US,0,1,1,Full-time,Associate,High School or equivalent,Computer Networking,Sales,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Electrical/Electronic Manufacturing,Customer Service,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Financial Services,Customer Service,0
US,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Information Technology,0
GR,0,1,0,Full-time,Mid-Senior level,,Information Technology and Services,,0
US,0,1,1,,,,,,0
GB,0,1,0,,,,,Marketing,0
EG,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Hospital & Health Care,Administrative,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Legal Services,Customer Service,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,"Health, Wellness and Fitness",Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Administrative,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Hospital & Health Care,Customer Service,0
GB,0,1,1,Temporary,Associate,,Financial Services,Business Analyst,0
PT,0,1,0,Full-time,Internship,,Internet,,0
US,0,1,1,Other,Mid-Senior level,Bachelor's Degree,Staffing and Recruiting,Human Resources,1
GB,0,1,1,,,,,,0
GB,0,1,0,Full-time,,,Consumer Goods,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,1,Full-time,Not Applicable,Unspecified,Telecommunications,Management,0
US,0,0,0,Contract,,,Information Technology and Services,Information Technology,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Facilities Services,Customer Service,0
US,0,1,1,Other,Not Applicable,,Internet,Other,0
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Environmental Services,Engineering,1
US,0,1,1,Full-time,Associate,Bachelor's Degree,Financial Services,Consulting,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Administrative,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,0,Full-time,Not Applicable,High School or equivalent,Building Materials,Sales,0
US,0,1,0,Full-time,,Bachelor's Degree,Computer Software,Engineering,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,1,Full-time,Entry level,Vocational,Construction,Information Technology,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Financial Services,Customer Service,0
US,1,1,1,Full-time,Not Applicable,,Computer & Network Security,Engineering,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Logistics and Supply Chain,Customer Service,0
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Veterinary,Management,0
US,0,1,0,Full-time,Director,,Computer Software,Information Technology,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Facilities Services,Customer Service,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
GB,0,1,1,,Not Applicable,High School or equivalent,,,0
GB,0,1,1,Full-time,Not Applicable,High School or equivalent,,Administrative,0
US,0,0,0,Full-time,Not Applicable,Certification,Hospital & Health Care,Health Care Provider,0
GB,0,1,1,,Not Applicable,High School or equivalent,,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Administrative,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Legal Services,Customer Service,0
US,0,1,0,Full-time,Associate,Bachelor's Degree,Management Consulting,Marketing,0
US,0,1,1,Full-time,Mid-Senior level,,Internet,Information Technology,0
GB,0,1,1,,,,,,0
DE,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Engineering,0
US,0,1,0,Full-time,,,,,0
GB,0,1,1,,Not Applicable,High School or equivalent,Human Resources,Human Resources,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Computer Software,Customer Service,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
GB,0,1,1,,,,,,0
US,0,1,1,,,,,,0
US,0,1,0,Part-time,Not Applicable,Unspecified,Consumer Services,Other,0
IL,0,1,1,Full-time,Entry level,Bachelor's Degree,Internet,Marketing,0
US,0,1,1,,,,,,0
GB,0,1,1,Full-time,Not Applicable,High School or equivalent,,Customer Service,0
GR,0,1,1,,,,,,0
US,0,1,0,,,,,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
GB,0,1,1,,Not Applicable,High School or equivalent,,,0
US,0,1,1,Full-time,,Bachelor's Degree,Information Technology and Services,Information Technology,0
GB,0,1,0,,,,,,0
US,0,0,1,Contract,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0
nan,0,1,1,Full-time,Not Applicable,High School or equivalent,Human Resources,Administrative,0
NZ,0,1,0,Full-time,Associate,Bachelor's Degree,,Information Technology,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
GR,0,1,1,Full-time,Entry level,Unspecified,Computer Software,Administrative,0
GB,0,1,1,Full-time,Entry level,Bachelor's Degree,Internet,Finance,0
US,0,0,0,Contract,,,Computer & Network Security,,0
CA,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Electronics,Customer Service,0
DE,0,1,1,Full-time,Internship,Unspecified,Internet,,0
GB,0,1,0,Other,Mid-Senior level,,Internet,Information Technology,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,0,Full-time,,,,Human Resources,0
US,0,1,1,Full-time,Associate,Bachelor's Degree,Computer Software,Data Analyst,0
IN,0,1,1,Full-time,Mid-Senior level,,Computer Software,Engineering,0
CA,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
GB,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Engineering,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
GB,0,1,1,,,,,Customer Service,0
US,0,1,0,,,,,Customer Service,0
US,0,1,1,Contract,Entry level,Some College Coursework Completed,Education Management,Education,0
PH,0,1,0,Full-time,,Master's Degree,Staffing and Recruiting,Business Development,0
US,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Logistics and Supply Chain,Engineering,0
PH,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Product Management,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Management Consulting,Design,0
GB,0,1,0,,,,,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Insurance,Customer Service,0
US,0,1,0,Full-time,,,Marketing and Advertising,Marketing,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Facilities Services,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
nan,0,0,0,,,,,,1
US,0,1,0,Full-time,Entry level,High School or equivalent,Environmental Services,Administrative,0
GB,0,1,1,Full-time,Entry level,,,Customer Service,0
GB,0,1,1,Full-time,Not Applicable,High School or equivalent,Business Supplies and Equipment,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Facilities Services,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Legal Services,Customer Service,0
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Engineering,0
nan,0,1,0,,,,,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Environmental Services,Administrative,0
GR,0,1,1,,,,,,0
PL,0,0,0,Full-time,Associate,,Information Technology and Services,Engineering,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,1,Part-time,Internship,Associate Degree,Marketing and Advertising,Marketing,0
US,0,1,0,Full-time,Mid-Senior level,Professional,Information Technology and Services,Information Technology,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Financial Services,Customer Service,0
US,0,1,1,Full-time,Not Applicable,,Internet,Information Technology,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,0,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Marketing,0
GB,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Facilities Services,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Administrative,0
US,0,1,0,Full-time,,Bachelor's Degree,Hospitality,Sales,0
US,1,1,0,Full-time,Entry level,Unspecified,Fund-Raising,Sales,0
GB,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Engineering,0
US,0,1,1,Full-time,,,Logistics and Supply Chain,Distribution,0
US,0,0,0,Full-time,,,,,0
US,0,1,0,Full-time,Entry level,Bachelor's Degree,Information Technology and Services,Customer Service,0
IE,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Airlines/Aviation,Information Technology,0
US,0,1,1,Full-time,Entry level,Some College Coursework Completed,Consumer Services,Sales,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Administrative,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Education Management,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Computer Software,Customer Service,0
US,0,1,0,Full-time,Not Applicable,,Marketing and Advertising,Sales,0
IT,0,1,0,Full-time,,,,,0
GB,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,1,Full-time,Mid-Senior level,,,Finance,0
nan,0,0,0,,,,,,1
US,0,1,0,Full-time,Associate,High School or equivalent,Legal Services,Customer Service,0
US,1,0,0,Full-time,Entry level,High School or equivalent,Financial Services,Sales,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0
US,0,1,1,,,,,Other,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Administrative,0
US,0,1,0,Full-time,,,Building Materials,,0
US,0,1,0,Full-time,Associate,High School or equivalent,Banking,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Education Management,Administrative,0
GB,0,1,1,,Not Applicable,High School or equivalent,,,0
US,0,1,0,,,,,,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Government Administration,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
AU,0,1,1,Full-time,,,Financial Services,Customer Service,0
GB,0,1,0,Part-time,Associate,Bachelor's Degree,Internet,Administrative,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Government Relations,Customer Service,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Computer Software,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Banking,Customer Service,0
US,0,1,0,Full-time,Associate,Bachelor's Degree,Financial Services,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Administrative,0
US,0,1,1,,,,,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Management Consulting,Administrative,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Goods,Customer Service,0
US,0,1,0,Contract,,Bachelor's Degree,Education Management,,0
GB,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,0,0,Full-time,,,Market Research,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Medical Devices,Customer Service,0
GB,0,1,0,Temporary,,,Cosmetics,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
GB,0,1,1,,Not Applicable,High School or equivalent,,,0
GB,0,1,1,,Not Applicable,High School or equivalent,,Administrative,0
US,0,1,1,Full-time,Entry level,High School or equivalent,Civic & Social Organization,Health Care Provider,0
GB,0,1,1,Full-time,Not Applicable,High School or equivalent,Warehousing,,0
PL,0,1,1,,,,,,0
US,0,1,1,,,,,,0
GB,0,1,1,Full-time,Internship,High School or equivalent,,,0
nan,0,1,1,Full-time,,,Design,,0
GB,0,1,1,Full-time,Associate,,Retail,Customer Service,0
GB,0,1,1,Full-time,Not Applicable,High School or equivalent,,Customer Service,0
US,0,1,0,,,,,,0
US,0,1,0,,,,,,0
US,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Oil & Energy,Engineering,0
GB,0,1,0,,,,,,0
US,0,0,0,,,,Restaurants,,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Hospital & Health Care,Customer Service,0
DE,0,1,1,Full-time,Mid-Senior level,,Internet,Sales,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Facilities Services,Customer Service,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Consumer Services,Administrative,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Hospital & Health Care,Customer Service,0
US,0,1,1,Full-time,,Unspecified,Computer & Network Security,Marketing,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Facilities Services,Customer Service,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Financial Services,Administrative,0
US,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0
US,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Hospital & Health Care,Health Care Provider,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,0,Full-time,,,,,0
US,1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0
US,0,0,1,Full-time,Associate,,Investment Banking,Finance,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,0,0,Full-time,,,Wholesale,,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Education Management,Administrative,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Facilities Services,Customer Service,0
US,0,1,1,Full-time,Associate,Bachelor's Degree,Internet,Engineering,0
GB,0,1,1,Full-time,Associate,Bachelor's Degree,Internet,Consulting,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0
GB,0,1,1,Full-time,Not Applicable,High School or equivalent,Logistics and Supply Chain,Supply Chain,0
US,0,1,1,,,,,,0
US,0,0,0,Full-time,,,Construction,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
GB,0,1,0,Full-time,Mid-Senior level,,Online Media,,0
US,0,1,1,,,,,,0
US,0,0,0,Full-time,,,,,0
nan,0,1,1,,,,,,0
US,0,0,0,Full-time,Director,Master's Degree,Computer Software,Engineering,0
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Construction,Business Development,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0
US,0,1,0,Full-time,,,Information Technology and Services,,0
US,0,1,1,,,,,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Telecommunications,Administrative,0
GR,0,1,1,Full-time,Entry level,,,Customer Service,0
US,1,1,0,Full-time,,,,,0
CA,0,1,0,Full-time,Entry level,High School or equivalent,Environmental Services,Customer Service,0
GB,0,1,0,,,,Cosmetics,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Product Management,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,1,,,,,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Financial Services,Customer Service,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Engineering,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0
US,0,1,1,Contract,,,,,0
US,0,1,1,Full-time,Associate,Associate Degree,Information Technology and Services,Information Technology,0
US,0,1,1,Full-time,Associate,Associate Degree,Information Technology and Services,Information Technology,0
US,0,0,0,Part-time,Entry level,High School or equivalent,Retail,Sales,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Marketing,0
US,0,1,0,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0
US,0,1,0,Full-time,Associate,Bachelor's Degree,Computer Software,Sales,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Business Development,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,0,0,Full-time,Mid-Senior level,,Capital Markets,,0
ZA,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,0,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,0,Contract,,,Utilities,,0
HK,0,1,0,Part-time,Entry level,Bachelor's Degree,Internet,Writing/Editing,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Facilities Services,Customer Service,0
US,0,1,1,Full-time,Entry level,Unspecified,Construction,Administrative,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Hospital & Health Care,Education,0
US,0,1,0,,,,,,0
US,0,1,0,Full-time,,Bachelor's Degree,Information Technology and Services,,0
US,0,1,1,Full-time,Entry level,Bachelor's Degree,Financial Services,Sales,0
NL,0,1,0,Full-time,Mid-Senior level,Unspecified,Online Media,Project Management,0
IE,0,1,1,Full-time,Entry level,Bachelor's Degree,Information Technology and Services,Information Technology,0
CA,0,0,1,Full-time,Mid-Senior level,Unspecified,Internet,Information Technology,0
AU,0,1,1,Full-time,Mid-Senior level,Professional,Information Services,Project Management,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,0,0,Full-time,,,Market Research,,0
NZ,0,1,0,Temporary,Internship,Master's Degree,Information Technology and Services,Information Technology,0
US,0,1,1,Full-time,Executive,Bachelor's Degree,Nonprofit Organization Management,Management,0
US,0,1,1,Full-time,Associate,Unspecified,Computer Software,Engineering,0
GB,0,1,1,Part-time,Not Applicable,,Retail,,0
AU,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Information Technology,0
GB,0,1,1,Full-time,Mid-Senior level,Unspecified,Information Technology and Services,Information Technology,0
US,0,0,0,Full-time,Entry level,Unspecified,Financial Services,Administrative,0
